wuc,description,full_context
27A3D,HPT CLEARANCE CONTROL FUEL MANIFOLD,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3D HPT CLEARANCE CONTROL FUEL MANIFOLD
27A3E,HPT CLEARANCE CONTROL 9TH STAGE AIR TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3E HPT CLEARANCE CONTROL 9TH STAGE AIR TUBE
27A3F,LPT COOLING AIR TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3F LPT COOLING AIR TUBE
27A3G,PS3 SUPPLY AIR HOSE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3G PS3 SUPPLY AIR HOSE
27A3H,PS3 SENSING AIR TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3H PS3 SENSING AIR TUBE
27A3J,PS3 SIGNAL AIR TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3J PS3 SIGNAL AIR TUBE
27A3K,HPT CLEARANCE PCR TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3K HPT CLEARANCE PCR TUBE
27A3L,STAGE 9 BLEED VALVE ACTUATOR SUPPLY FUEL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3L STAGE 9 BLEED VALVE ACTUATOR SUPPLY FUEL TUBE
27A3M,STAGE 5 BLEED VALVE ACTUATOR SUPPLY FUEL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3M STAGE 5 BLEED VALVE ACTUATOR SUPPLY FUEL TUBE
27A3N,9TH STAGE ACTUATOR FUEL HOSE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3N 9TH STAGE ACTUATOR FUEL HOSE
27A3P,FUEL RETURN TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3P FUEL RETURN TUBE
27A3Q,5TH STAGE ACTUATOR FUEL HOSE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A30 PNEUMATIC SYSTEM > 27A3Q 5TH STAGE ACTUATOR FUEL HOSE
27A40,LUBE AND SCAVENGE SYSTEM,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM
27A4A,OIL TANK ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4A OIL TANK ASSY
27A4B,OIL SUPPLY PUMP,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4B OIL SUPPLY PUMP
27A4C,OIL FILTER (TCI),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4C OIL FILTER (TCI)
27A4D,SCAVENGE CHIP DETECTOR (4),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4D SCAVENGE CHIP DETECTOR (4)
27A4E,SCAVENGE PUMPS (4),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4E SCAVENGE PUMPS (4)
27A4F,SCAVENGE FILTER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4F SCAVENGE FILTER
27A4G,OIL-FUEL MAIN HEAT EXCHANGER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4G OIL-FUEL MAIN HEAT EXCHANGER
27A4H,OIL DIFFERENTIAL PRESSURE SWITCH,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4H OIL DIFFERENTIAL PRESSURE SWITCH
27A4J,OIL PRESSURE TRANSMITTER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4J OIL PRESSURE TRANSMITTER
27A4K,LUBRICATION UNIT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4K LUBRICATION UNIT
27A4L,CLOGGING INDICATOR,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A40 LUBE AND SCAVENGE SYSTEM > 27A4L CLOGGING INDICATOR
27A99,NOC,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27A90 > 27A99 NOC
27AA0,FAN AND BOOSTER ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC)
27AAA,STAGE 1 ASSY FAN ROTOR,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAA STAGE 1 ASSY FAN ROTOR
27AAB,FRONT CONE SPINNER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAB FRONT CONE SPINNER
27AAC,REAR SPINNER CONE ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAC REAR SPINNER CONE ASSY
27AAD,FAN ROTOR STAGE 1 BLADE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAD FAN ROTOR STAGE 1 BLADE
27AAE,STAGE 1 BLADE RETAINER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAE STAGE 1 BLADE RETAINER
27AAF,STAGE 1 BLADE SPACER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAF STAGE 1 BLADE SPACER
27AAG,FAN ROTOR STAGE 1 DISK ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAG FAN ROTOR STAGE 1 DISK ASSY (SC)
27AAH,BOOSTER ROTOR SPOOL (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAH BOOSTER ROTOR SPOOL (SC)
27AAJ,STAGE 2 BLADE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAJ STAGE 2 BLADE
27AAK,STAGE 3 BLADE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAK STAGE 3 BLADE
27AAL,STAGE 4 BLADE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAL STAGE 4 BLADE
27AAM,FWD AIR ROTATING SEAL (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAM FWD AIR ROTATING SEAL (SC)
27AAN,STAGES 2 AND 3 SPACER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAN STAGES 2 AND 3 SPACER
27AAP,STAGES 3 AND 4 SPACER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAP STAGES 3 AND 4 SPACER
27AAQ,BLADE AFT RETAINER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAQ BLADE AFT RETAINER
27AAR,STAGE 1 VANE ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAR STAGE 1 VANE ASSY
27AAS,STAGE 2 VANE ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAS STAGE 2 VANE ASSY
27AAT,STAGE 3 VANE ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAT STAGE 3 VANE ASSY
27AAU,STAGE 4 VANE ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AA0 FAN AND BOOSTER ASSY (SC) > 27AAU STAGE 4 VANE ASSY
27AB0,NO. 1 AND 2 BEARING SUPPORT ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC)
27AB1,NO. 1 BEARING OUTER RING RETAINING NUT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27AB1 NO. 1 BEARING OUTER RING RETAINING NUT
27AB2,NO. 1 BEARING HOUSING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27AB2 NO. 1 BEARING HOUSING
27AB3,FRONT SEAL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27AB3 FRONT SEAL
27AB4,AIR VENTING TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27AB4 AIR VENTING TUBE
27AB5,SPACER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27AB5 SPACER
27ABA,FAN SHAFT ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABA FAN SHAFT ASSY (SC)
27ABB,STATIONARY AIR AND OIL SEAL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABB STATIONARY AIR AND OIL SEAL
27ABC,NO. 1 BEARING SUPPORT ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABC NO. 1 BEARING SUPPORT ASSY
27ABD,NO. 1 BEARING HOUSING (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABD NO. 1 BEARING HOUSING (SC)
27ABE,NO. 1 BEARING OIL BAFFLE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABE NO. 1 BEARING OIL BAFFLE
27ABF,NO. 1 BALL BEARING (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABF NO. 1 BALL BEARING (SC)
27ABG,AIR FAN OIL SEPARATOR,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABG AIR FAN OIL SEPARATOR
27ABH,NO. 2 BEARING SUPPORT ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABH NO. 2 BEARING SUPPORT ASSY
27ABJ,NO. 2 ROLLER BEARING (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABJ NO. 2 ROLLER BEARING (SC)
27ABK,FAN SPEED RING SENSOR,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABK FAN SPEED RING SENSOR
27ABL,AIR AND OIL RETAINING SEAL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABL AIR AND OIL RETAINING SEAL
27ABM,NO. 1 BEARING OIL NOZZLE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABM NO. 1 BEARING OIL NOZZLE
27ABN,NO. 1 AND 2 BEARING OIL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABN NO. 1 AND 2 BEARING OIL TUBE
27ABP,FWD CAVITY OIL DRAIN TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABP FWD CAVITY OIL DRAIN TUBE
27ABQ,NO. 1 BEARING OIL SCAVENGE TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABQ NO. 1 BEARING OIL SCAVENGE TUBE
27ABR,FRONT FAIRING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABR FRONT FAIRING
27ABS,AIR PRESSURE TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABS AIR PRESSURE TUBE
27ABT,SPEED SENSOR SLEEVE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABT SPEED SENSOR SLEEVE
27ABU,NO. 1 BEARING OIL SUPPLY TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABU NO. 1 BEARING OIL SUPPLY TUBE
27ABV,NO. 2 BEARING OIL LUBE TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABV NO. 2 BEARING OIL LUBE TUBE
27ABW,TUBE COUPLING (NO. 1 BEARING OIL SUPPORT TUBE),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABW TUBE COUPLING (NO. 1 BEARING OIL SUPPORT TUBE)
27ABX,OIL AIR SEPARATOR RETAINING NUT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABX OIL AIR SEPARATOR RETAINING NUT
27ABY,NO. 1 BEARING RETAINING NUT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABY NO. 1 BEARING RETAINING NUT
27ABZ,NO. 1 BEARING RETAINING RING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AB0 NO. 1 AND 2 BEARING SUPPORT ASSY (SC) > 27ABZ NO. 1 BEARING RETAINING RING
27AC0,IGB NO. 3 BEARING ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC)
27ACA,NO. 3 THRUST BEARING (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACA NO. 3 THRUST BEARING (SC)
27ACB,NO. 3 BEARING LOCKING NUT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACB NO. 3 BEARING LOCKING NUT
27ACC,INLET GEARBOX ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACC INLET GEARBOX ASSY
27ACD,HORIZONTAL BEVEL GEAR,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACD HORIZONTAL BEVEL GEAR
27ACE,35 TOOTH BEVEL GEAR ASSY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACE 35 TOOTH BEVEL GEAR ASSY
27ACF,NO. 3 BEARING ROTATING SEAL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACF NO. 3 BEARING ROTATING SEAL
27ACG,BALL THRUST BEARING (PN 9725M84P05 TYPICAL),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACG BALL THRUST BEARING (PN 9725M84P05 TYPICAL)
27ACH,ROLLER BEARING (PN 9972M33P02 TYPICAL),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACH ROLLER BEARING (PN 9972M33P02 TYPICAL)
27ACJ,ROLLER BEARING (PN 9972M34P01 TYPICAL),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AC0 IGB NO. 3 BEARING ASSY (SC) > 27ACJ ROLLER BEARING (PN 9972M34P01 TYPICAL)
27AD0,FAN FRAME ASSY (SC),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC)
27ADA,SELF ALIGN PLAIN BEARING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADA SELF ALIGN PLAIN BEARING
27ADB,SPHERICAL PLAIN BEARING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADB SPHERICAL PLAIN BEARING
27ADC,METAL RIGID CONDUIT (N1 SPEED SENSOR),27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADC METAL RIGID CONDUIT (N1 SPEED SENSOR)
27ADD,OIL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADD OIL TUBE
27ADE,OUTER RDS HOUSING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADE OUTER RDS HOUSING
27ADF,INNER RDS HOUSING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADF INNER RDS HOUSING
27ADH,OIL DRAIN TUBE ELBOW,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADH OIL DRAIN TUBE ELBOW
27ADJ,OIL SUPPLY TUBE ELBOW,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADJ OIL SUPPLY TUBE ELBOW
27ADK,OIL SUPPLY TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADK OIL SUPPLY TUBE
27ADL,BEARING SUPPLY OIL MANIFOLD,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADL BEARING SUPPLY OIL MANIFOLD
27ADN,SUPPORT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADN SUPPORT
27ADP,OIL TANK MOUNTING LINK,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADP OIL TANK MOUNTING LINK
27ADQ,SPHERICAL PLAIN BEARING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADQ SPHERICAL PLAIN BEARING
27ADR,TUBE CAPS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADR TUBE CAPS
27ADS,BUSHING RETAINERS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADS BUSHING RETAINERS
27ADT,OIL TANK BRACKET ASSEMBLY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADT OIL TANK BRACKET ASSEMBLY
27ADU,WELDED ASSY FAN FRAME,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AD0 FAN FRAME ASSY (SC) > 27ADU WELDED ASSY FAN FRAME
27AE0,FAN INLET CASE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE
27AE1,BRACKETS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AE1 BRACKETS
27AE2,SPRING CLIPS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AE2 SPRING CLIPS
27AE3,TUBE CAPS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AE3 TUBE CAPS
27AE4,PLASTICS BUSHINGS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AE4 PLASTICS BUSHINGS
27AE5,IGB COOLING AIR TUBES,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AE5 IGB COOLING AIR TUBES
27AEA,ACOUSTICAL UPSTREAM PANEL ASSEMBLY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEA ACOUSTICAL UPSTREAM PANEL ASSEMBLY
27AEB,FAN DUCT PANEL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEB FAN DUCT PANEL
27AEC,ACOUSTICAL DOWNSTREAM PANEL ASSEMBLY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEC ACOUSTICAL DOWNSTREAM PANEL ASSEMBLY
27AED,ACOUSTICAL AFT PANEL ASSEMBLY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AED ACOUSTICAL AFT PANEL ASSEMBLY
27AEE,SPACER,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEE SPACER
27AEF,FAN GUIDE OUTLET VANE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEF FAN GUIDE OUTLET VANE
27AEG,OGV SEAL,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEG OGV SEAL
27AEH,OGV SUPPORT AFT FAIRING,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEH OGV SUPPORT AFT FAIRING
27AEJ,BRACKETS,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEJ BRACKETS
27AEK,AGB MOUNT DAMPER ASSEMBLY,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEK AGB MOUNT DAMPER ASSEMBLY
27AEL,AGB LH FWD MOUNT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEL AGB LH FWD MOUNT
27AEM,AGB LH AFT MOUNT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEM AGB LH AFT MOUNT
27AEN,AGB RH FWD MOUNT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEN AGB RH FWD MOUNT
27AEP,AGB RH AFT MOUNT,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEP AGB RH AFT MOUNT
27AEQ,FAN CASE WATER DRAIN TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AEQ FAN CASE WATER DRAIN TUBE
27AER,REAR SUMP SUPPLY OIL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AER REAR SUMP SUPPLY OIL TUBE
27AES,REAR SUMP SCAVENGE OIL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AES REAR SUMP SCAVENGE OIL TUBE
27AET,FWD SUMP SCAVENGE OIL TUBE,27000 TURBOFAN POWER PLANT (F108) (SC) > 27A00 FRONT SECTION > 27AE0 FAN INLET CASE > 27AET FWD SUMP SCAVENGE OIL TUBE
